AccNumber,Title,ClassNo ,AuthorEditort,AuthorEditor,Discription,ISBNNumber,Keywords1,Keywords2,Publisher,YearofPublication,PlaceofPublisher ,Status
4580,"Amorphous and Nanocrystalline Materials : Preparation,Properties,and Applications",621.47,,"Inoue, A; Hashimoto, K",206p;26cm,,Applled Physics," Nanocrystalline Materials  ; Preparation; Properties,and Applications; Materials Science",Springer,2002,Berlin,Available
4581,Organic Electronic Materials:Conjugated Polymers and low Molecular Weight Organic Solids,547.70457,,"Farchioni, R; Grosso, G",448p;2cm,3540667210,Conducting Polymers,Organic conductors,Springer,2002,Berlin,Available
4582,Molecular Engineering of Nanosystems,620.5,"Rietman, E",,258p;26cm,387989889,Nanotechnology,Molecular Theory,Springer,2002,Berlin,Available
4583,"Semiconductor Quantum Dots : Physics ,Spectroscopy and Applications",621.3815,,"Masumoto, Y; Takagahara, T",486p;26cm,,Applled physics,Quantum dots,Springer,2002,Berlin,Available
4584,Semiconductor surfaces and Interfaces,537.622,"Monch, W",,"xvi, 548 p. : ill. ; 25 cm",3540679022,Elecrlclty electronics,Semiconductors-Surfaces; Semiconductors-Junctions; Surface Chemistry;  ,Springer,2002,Berlin,Available
4585,Scanning Tunneling Microscopy and Its Applications,502.825,"Bai, Chunli",,"xiv, 368 p. : ill. ; 24 cm.",3540657150,Scanning tunneling microscopy.,SurfacePhysics; Surface Chemistry,Springer,2002,Berlin,Available
4586,"Cyanotoxins:Occurrence,Causes,Consequences",576.15,,"Chorus, I",357p;26cm,,Ecology,Cyanobacteria; Freshwater,Springer,2002,Berlin,Available
4587,"In introduction to Seismology,Earthquakes,and Earth Structure",551.2221,"Stein, Seth; Wysession, Michael",,498p;28cm,0-86542-078-5,Geology,"Seismology; Geology,Structure; Earthquakes",Blackwell,2002,U.K,Available
4588,Igneous Petrology,552.1,"Best, myron; Christiansen, E.H",,458p;6cm,0-86542-541-8,Geology,"Rocks,Igneous",Blackwell,2002,U.K,Available
4589,"Toxic Cyanobacteria in water : A Guide to Their Public Health Consequences,Monitoring and Management",576.15,,"Chorus, I; Bartram, J",416p:23.5Cm,0-419-23930-8,Ecology,Environment; Human Health,Taylor and Francis,1999,London,Available
4590,Geostatistics for Environmental Scientists,550.72,"Webster, R.; Oliver, M.A.",,"xi, 271 p. : ill. ; 24 cm.",0-471-96553-7,Geology ,Geology -Statistical methods,John Wiley,2001,New York,Available
4591,Taxonomy of Bamboos,633.58,"Bedell, P.E",,150p;23.56cm,81-86580-29-8,Fleld and Plantation Crops,Histoy of Bamboos; Morphology and Anatomy,APC Publications,1997,New Delhi,Available
4592,"Recent Adcances in Density Fuctional Methods, Part 1",541.2,,"Chong, Delano P.",,981-02-3150-4,Physical and theoretical chemistry,Calculation of Multiplets; Energies oan Optimised Geometries; Self-Interaction Corrected Local Density,World Scientific,1997,Singapore,Available
4593,"LAB VIEW PROGRAMMING, DATA ACQUISITION AND ANALYSIS",5.3,"Y.BEYON, JEFFERY",,,0-13-030367-4,lab view ,Computer programming ,PRENTICE HALL PTR,2001,NEWJERSEY,Available
4594,TEXTBOOK OF DRUG DESIGN AND DISCOVERY,615.19 21,,"Larsen, Povl Krogsgaard; Liljefors, Tommy; Madsen, ulf","xviii, 572 p. : ill. ; 26 cm.",0-415-28288-8,Drugs -- Design.,,TAYLOR AND FRANCIS,2002,NEW YORK,Available
4595,A BIOLOGIST'S GUIDE TO ANALYSIS OF DNA MICTONARRY DATA,547.87,STEEN KNUDSEN,,,0-471-22490-1,BIOLOGY,DNA DATA; HYBRIDIZATION; AFFYMETRIX GENECHIP TECHNOLOGY; MOLECULAR CLASSIFERS,JOHN WILEY and SONS,2002,CANADA,Available
4596,GLOBAL REGIONAL LINKAGES IN THE EARTH SYSTEM,304,,"TYSON, P; FUCHS^R; FU, C; LEBEL, L; MITRA, A.P; ODADA, E; PERRY, J; STEFFEN, W; VIRJI, H",,3-540-42403-2, Global environmental change. ,Nature--Effect of human beings on; CLIMATES,springers,2002,new york,Available
4597,AIR POLLUTION AND PLANT BIOTECHNOLOGY,581.19,,"OMASA, K;SAJI, H;YOUSSEFIAN, S;KONDO, N",,,SPECIFIC TOPICS IN NATURAL HISTORY,AIR POLLUTION; PLANT BIOTECHNOLOGY; OZONE RESISTANCE; ANTIOXIDATIVE ENZYMES; BIOSYNTHESIS,,,,Available
4598,DESIGN AND ANALYSIS OF EXPERIMENTS,1.434,"DEAN, AVOSS, D",,,0-387-98561-1,Experimental design,,SPRINGER,1999,NEWYORK,Available
4599,GENES AND RESISTANCE TO DISEASE,616.042,,"BOULYJUNKOV, V;BERG, K;CHERISTEN, Y",,3-540-66724-5,DISEASES,GENES; RESISTANCE; GENETICS OF SURVIVAL; MALARIA RESISTANCE; TUMOR SUPPRESSOR GENES; GENE THERAPY,SPRINGER,2000,NEWYORK,Available
4600,ELECTROTRANSFORMATION OF BACTERIA,571.9648,,"EYNARD, N;TEISSIE, J",,3-540-66680-X,PHYSIOLOGY AND RELATED SUBJECTS,ELECTRO TRANSFORMATION OF BACTERIA; ELECTROTRANSFORMATION OF ESCHERICHIA COIL; FOOD TECHNOLOGY; MARINE CAULOBACTERS,SPRINGER,2000,NEW YORK,Available
4601,ORIGNS OF ALGAE AND THEIR PLASTIDS,589.3,,"BHATTACHARYA, DEBASHISH",,3-211-83035-9,UNASSIGNED,ALGAE; ORIGIN OF ALGAE; HAPTOPHYTES; HETEROKONT,SPRINGER,1997,NEWYORK,Available
4602,MYCORRHIZA MANUAL,579.51,,"VARMA, A",,3-540-62437-6,Mycorrhizas --Laboratory manuals.,,SPRINGER,1998,NEWYORK,Available
4603,Clean Coastal Waters Understanding and Reducing the effects of nutrient pollution,363.7394,,National Research Council,,0-309-06948-3,Other social problems and services,Nutrient Pollution; waters ; nutrient pollution; Water Quality Goals,National Research Council,2000,Washington,Available
4604,DNA Microarrays: Gene Expression Applications,572.86521,,"Jordan, B",,3-540-41508-4,Biochemistry,Biochemistry; DNA Microarrays; Gene Expression,Springer,2001, NewYork,Available
4605,Analysis of Taste and Aroma,571.2,,"Jackson, J.F. ; Linskens, H.F.",,3-540-41753-2,Taste --Molecular aspects., Botanical chemistry. ,,,,Available
4606,"Mycorrhiza structure, function, molecular biology and biotechnology",579.517,,"Varma, A; Hock, B",,3-540-63918-0,"Microorganisms, fungl, algae",Mycorrhiza; Algae; Genetics and Molecular Biology,Springer,1998,NewYork,Available
4607,Bacterial and Bacteriophage Genetics,579.3,,"Birge, E.A",,0-387-98730-4,"Microofanisms, fungl, algae",Bacterial ; Bacteriophage genetics; DNA; Mutations and Mutgenesis; Applied Bacterial Genetics,Springer,1981,NewYork,Available
4608,An Economic Approach to Manage Industrial Water Pollution: Case of Kelani River Basin in Sri Lanka.,574.5,"Herath, H.M.B.S.",,,955-9017-08-x,(Unassigned),water pollution,University of Jayawardhanepura,2002,SriLanka,Available
4609,Trend Analusis of the use of Natural Resources in the construction industry,574.5,"Perera, H.D.B.S",,,955-9017-09-8,unassigned,Use of Natural Resources,Ministry of Policy Development and Implementation,2002,SriLanka,Available
4610,Estimate  of benifits from Improvements and restoration made to the Beira Lake,574.5,"Wimalaweera, K.G.K",,,955-9017-01-0,Unassigned,Water pollution,Ministry of Policy development and Implementation,2002,SriLanka,Available
4611,Effects of some carbon substrate supplementation on associative dinitrogen fixation of rice,808.02,"Rizvi, E.M.J",,,,,,,2002,,Available
4612,Modern Genetic Analysis Integrating Genes and Genomes,572.821,"Griffiths, A.J.F; Gelbart, W.M.; Lewontin, R.C.; Miller, J.H.",,,0-7167-4382-5,Biochemistry,Genetic Analysis; Intergrating Genes and Genomes; Fundamentals of Gene  ; DNA; Genetic Analysis of P,W.H. Freeman and Company,2002,United States of America,Available
4613,Pictorial Atlas of Soil and Seed Fungi,632.421,"Watanabe, T",,486p;26cm,0-8493-1118-7,Soil Fungi ,Seeds ,CRC Press,2002,New York,Available
4614,The great Lifco Dictionary,REF 423.948,,,,81-87130-00-8,English language--Dictionaries--Tamil.,Tamil Dictionary,The little flower Co.,2002,Chennai,Available
4615,Buddhism for The Inquiring Mind,294.3,"Jayasooriya, L",,,955-96745-0-1,Religions of Indic Origin,Life of Buddha; The Five  Aggregates; Karma and Rebirth; The Noble Eightfold Path; Meditation,Systematic Print (Pvt),1999,Sri Lanka,Available
4616,An Illustrated Guide to the Endemic Birds of Sri Lanka,598.5493,"Santhiapillai, C; Wijesundara, C",,,955-589-044-7,Aves (Birds),Blue Magpie; Birds; Owlet; Wood Pigeon; Ceylon Parakeet,Peradeniya Science Publication,2002,Sri Lanka,Available
4617,An Agro-climatic Analysis of Sri lanka,808.02,"Kannangara, R.",,,,,,,1998,,Available
4618,Methods in applied soil Microbiology and Biochemistry,631.4,"Kassem, A; Nannipier, P",,,,,,Academic Press,1995,London,Available
4619,Potocatalytic dehydrogenation of organic materials and photodecomposition of water,808.02,"Ketipearchchi, V.S.",,98p;30cm,,,,,1998,,Available
4620,Introduction to Mineralogy ,549.21,William D. Nesse,,,0-19-510691-1,Mineralogy,Crystal Chemistry; Crystal Structure; Chemical Analysis of Minerals; Sulfieds and related Minerals,Oxford University Press,2000,Oxford,Available
4621,Volcanoes in Human History; the Far-Reaching Effect of Major Eruptions,363.34,"De Boer, Jelle Zeilinga; Sanders, Donald Theodore",,,0-691-05081-3,Volcanoes,,Princeton University Press,2002,United Kingdom,Available
4622,The Proterozoic Biosphere; A multidisciplinary study,560.171,,"Schiof, J.W.; Klein, C.",,0-521-36615-1,Paleontology Paleozoology,"Paleontology Paleozoology; Geology and Paleobiology of the Archean Earth; Geological Evolution of the Proterozoic Earth; Microfossils; Molecular Phylogenetics, Molecular Paleontology",Cambridge University Press,1992,America,Available
4623,Tropical Asian Streams,541.5,"Dudgeon, D",,,962-209-469-4,Stream ecology ,Stream conservation ; Benthos,Hong Kong University Press,1999,Hong Kong,Available
4624,Environmental Microbiology,579.17,"Varnam, A.H.; Evans, M.G.",,,1-55581-218-x,Micro biolecology ,,ASM Press,2000,Washington,Available
4625,Functional Genomics,574.88,,"Town, C.D",,1-4020-0456-7,,Computational gene finding in plants; Large-scale plant proteomics,Kluwer Academic Publishers,2002,London,Available
4626,Photobiology The Science of Light and Life,574.191,,Lars Olof Bjorn,,1-4020-0842-2,,The Nature of Light and its Interaction with Matter; Generation and Control of Light; Natural Light,Kluwer Academic Publishers,2002,London,Available
4627,A social history of science and technology in contemporary Japan,509.52,,"Nakayama, S; Got_o, K ; Yoshioka, H", v. <1> : ill. ; 24 cm ,1876843101, Science Japan History,Technology- Japan History; Japan- History- 1945 ,Trans Pacific Press ,2001,Melbourne,Available
4628,Theoretical Neuroscience :Computational and Mathematical Modeling of Neural Systems,573.801,"Dayan, P;Abbott, L.F",,,0-262-04199-5,Specific Systems in animals,,The MIT Press,2001,England,Available
4629,Methods in Neuronal Modeling,573.801,,"Koch, C;Segev, I",,0-262-11231-0,,,MIT Press,2001,Cambridge,Available
4633,INVESTMENT POTENTIAL OF ENERGY SECTOR PROJECTS IN THE CLEAN DEVERLOPMENT MECHANISM,574.52 c,"Lokupitiya, E",,"xii,55p;24cm",955-9017-01-2,Environmental Science ,,The Department of National Planning Ministry of Policy Development and Implementation ,2002,Colombo,Available
4640,THE TECHNIQUES OF MODERN STRUCTURAL GEOLOGY ,551.8,"RAMSAY, J.G.LISLE, R.J.",,701-1061P ;30.5cm.,,STRUCTURAL GEOLOGY, GEOLOGY,ACADEMIC PRESS.,2000,"LONDON,UK.",Available
4641,ASTRONOMY AND COSMOLOGY A MODERN COURSE,520,"HOYLE, F.",,"vi,729p;23.5cm.",,,,W.H.Freeman and company,1975,San Francisco,Available
4642,A BRIEF HISTORY OF TIME FROM THE BIG BANG TO BLACK HOLES,523.1,"HAWKING, S.W.",,vii-197p;24cm.,055305340X,Cosmology,,Bantam Books.,1988,NewYork,Available
4643,THE COSMOLOGICAL DISTANCE LADDER DISTANCE AND TIME IN THE UNIVERSE,521,"ROBINSON, M.R.",,"viii,344p;24cm.",,,,W.H.Preeman and Company.,1985,NewYork,Available
4644,GRAVITATION AND COSMOLOGY PRINCIPLES AND APPLICATIONS OF THE GENERAL THEORY OF RELATIVITY,530.11,"WEINBERG, S",,viii-657p;23.5.,,,,JohnWiley and Sons.,1972,NewYork,Available
4645,CHAOTIC DYNAMICS OF NONLINEAR SYSTEMS,530.02,"RASBAND, S.N",,"vii,230p;26.5cm.",,,,John Wileyand Sons.,1990,NewYork,Available
4646,THE RIDDLE OF GRAVITATION,520.2,"BERGMANN, P.G.",,"vii,270p;24cm.",,,,Charles Scribner's Sons.,1968,NewYork,Available
4647,CATASTROPHE THEORY FOR SCIENTISTS AND ENGINEERS,514.74,"GILMORE, R.",,"v,666p;23.5cm.",,,,Dover .,1981,NewYork,Available
4648,GLOBAL BIFURCATIONS AND CHAOS ANALYTICAL METHODS APPLIED MATHEMATICAL SCIENCES 73,530.02,WIGGINSiS.,,,,,,,,,Available
4649,CHAOS IN DYNAMICAL SYSTEMS,530.02,"OTT, E.",,"vii,385p;25.5cm.",,,,Cembridge university.,1993,NewYork,Available
4650,ELEMENTARY DIFFERENTIAL GEOMETRY,516.36,"O'NELL, B.",,"v,482p;23.5",,,,Academic Press.,1997,NewYork,Available
4651,CHAOS MAKING A NEW SCIENCE,530.02,"GLEICK, J.",,"ix,352p;23.cm.",,,,Penguin books.,1987,NewYork,Available
4652,TIME'S ARROWS SCIENTIFIC ATTITUDES TOWARD TIME,529.1,"MORRIS, R.",,7-240p;22cm.,,,,Simon and Schuster.,1984,NewYork,Available
4653,THEORETICAL PRINCIPLES IN ASTROPHYSICS AND RELATIVITY,523.01,,"LEBOVITZ, N.R.; REID, W.H.; VANDERVOORT, P.O.","vii,528p;23.5cm.",,,,The university of Chicago.,1978,Chicago,Available
4654,CHAOTIC AND FRACTAL DYNAMICS AN INTRODUCTION FOR APPLIED SCIENTISTS AND ENGINEERS,530.02,"MOON, F.C.",,"vii,508p;24cm.",,,,John WileyandSons.,1992,NewYork,Available
4655,DYNAMICS OF MECHANICAL SYSTEMS.ALGORITHMS FOR A NUMERICAL INVESTIGATIONOF THE BEHAVIOUR OF NON-LINEAR DISCRETE MODELS.,531.11,"MEIJAARD, J.P.",,"5,149p;24cm.",,,,...,1991,...,Available
4656,A TREATISE ON THE ANALYTICAL DYNAMICS OF PARTICLES AND RIGID BODIES WITH AN INTRODUCTION TO THE PROBLEM OF THREE BODOES.,531.11,"WHITTAKER, E.T.",,viii-456p;23.5cm.,,,,CAMBRIDGE UNIVERSITY.,1961,CAMBRIDGE,Available
4657,Foundations of Teoretical Mechanics 1.The Inverse Problem in Newtonian Mechanics.,531,"Santilli, R.M.",,"vii,266p;24.5cm.",,,,Springer-Verlag.,1978,NewYork,Available
4658,AN INTRODUCTION TO CELESTIAL MECANICS.,521.1,"STERNE, T.E.",,"5,206p;23cm.",,,,INTERSCIENCE.,1960,NEWYORK,Available
4659,Asymptotic Behavior And Stability Problems In Odinary Differential Equations.,515.35,"Cesari, L.",,iii-271p;23.5.,,,,Springer-Verlag.,1963,NewYork,Available
4660,OSCILLATIONS IN NONLINEAR SYSTEMS.,519.76,"HALE, J.K.",,"vii,180p;23.5",,,,McGraw-Hill Book.,1963,NEWYORK,Available
4661,ELEMENTS OF THE THEORY OF NONLINEAR OSCILLATIONS,519.76,"BUTENIN, N.V.",,"vii,226p;23.5cm.",,,,Blaisdell.,1965,NewYork,Available
4662,MODERN COSMOLOGY,523.101,"SCIAMA, D.W.",,"v,212p;21.5cm.",,,,Canbridge University.,1971,NewYork,Available
4663,SUBSTANCE AND FUNCTION and EINSTEIN'S THEORY OF RELATIVITY,530.11,"CASSIRER, E.",,"3,465p;20.5cm.",,,,Dover Pub,1923,,Available
4664,EINSTEIN'S THEORY OF RELATIVITY ,530.11,"BORN, M.","LEIBFRIED, G.; BIEM, W.","1,376p;20.5cm.",,,,Dover Pub,1962,,Available
4665,STABILITY BY LIAPUNVOR'S DIRECT METHOD WITH APPLICATIONS,515.35,"SALLE, J.L.; Lefschetz, S.","BELLMAN, R.",v-134p;23.5,,,,AcademicPress.,1961,NewYork,Available
4666,INTRODUCTION TO CELESTIAL MECHANICS.,531,"KOVALEVSKY, J.",,vii126p;24.5cm,,,,Springer-Verlag.,1967,NewYork,Available
4667,SCIENCE FICTION AND SPACE FUTURES PAST AND PRESENT,509,,"EMME, E.M.","v,270p;24.5.",,,,American Astronautical Society.,1982,California,Available
4668,VISIONS HOW SCIENCE WILL REVOLUTIONIZE THE 21ST CENTURY.,501.12,"KAKU, M.",,"x,403p;20.5cm.",,,,ANCHOR BOOKS.,1997,NEWYORK,Available
4669,General Relativity.,530.11,"Wald, R.M.",,"v,491p;23.5cm.",,,,University of Chicago.,1984,London,Available
4670,Graduate Texts in Mathematics. A Course in Differential Geometry.,516.36,"Klingenberg, W.",,"vii,178;24.5cm.",,,,Springer-Verlag.,1978,NewYork,Available
4671,"Nonlinear Dynamics And Chaos.With Applications to Physics,Biology, Chemistry, And Engineering.",530.02,"Strogatz, S.H.",,"v,498p;24.5cm.",,,,Addison-Wesley.,1994,NewYork,Available
4672,Applied Chaos Teory.AParadiegm For Complexity.,530.02,"Cambel, A.B.",,,,,,Academicpress.,1993,London,Available
4673,Genaral Relativity.,530.11,"Kenyon, I.R.",,"1,234p;23.5.",,,,OxfordUniversity.,1991,NewYork,Available
4674,DIFFERENTIAL GEOMETRY AND RELATIVITY THEORY AN INTRODUCTION.,530.1/1/015,"FABER, R.L FABER, RICHARD.L",,"x,253p 23.6cm",082471749x,Relativity (Physics),"Geometry, Differential.; Geometry, Riemannian.",,,,Available
4675,The General Problem of the Motion of Rigid Bodies about a Fixed point.,531.3,"Leimanis, E.",,"viii,337p;23.5cm.",,,,Springer-Verlag.,1965,NewYork,Available
4676,Graduate Texts in Mathematics.mathematical Methods of Classical Mechanics.,531.0151519,"Arnold, V.I.",,vi-462p;24.5.,387903143,"Mechanics, Analytic.",,Sprinder-Verlag.,1978,NewYork,Available
4677,Classical Mechanics.,531,"Herbert, G.",,"iii,672p;24cm.",,,,Addison-Wesley.,1980,London,Available
4678,Studies in non-Linear Stability Theory.,519.76,"Eckhaus, W.",,"V,117P;23.5",,,,Springer-Verlag.,1965,newYork,Available
4679,Catastrophe Theory and Its Applications.,531.1,"Poston, T.Stewart, I.",,"vii,491p;23.5cm.",,,,Pitman.,1978,London,Available
4680,The principle of Relativity.A collection of Original Memoirs on the Spesial and General Theory of Relativity.,530.11,"Lorentz, H.A.Einstein, A.",,"v,216p;20.5cm.",,,,Dover.,1952,NewYork,Available
4681,principles of Steller Dynamics.,531.1,"Chandrasekhar, S.",,"vii,309p;21.5cm.",,,,Dover.,1942,NewYork,Available
4682,Teoritical Cosmology.,523.101,"Raychaudhuri, A.K.",,"viii,298p;24cm.",,,,Clarendon.,1979,Oxford,Available
4683,Principles of Cosmology and Gravitation.,523.1,"Berry, M.",,"ix,179p;23.5cm.",,,,CembridgeUniversity.,1976,London,Available
4684,"Ideas of Space Euclideam, Non-Euclideam,and Relativistic.",516,"Gray, J.",,vi-224p;24.5cm.,,,,Clarendon.,1979,Oxford,Available
4685,Chotic Dynamics an Introduction.,530.01,"Baker, G.L.Gollub, J.P.",,"v,182p;24.5cm.",,,,Cambridge.,1990,NewYork,Available
4686,The Fractal Geomerty of Nature.Updated and Augmented.,516.15,"Mandelbrot, B.B.",,"1,468p;23.5cm.",,,,W.H.Freeman.,1983,NewYork,Available
4687,Introduction to the Special Teory of Relativity.,530.11,"kacser, C.",,"iii,229p23cm.",,,,Prentice-Holl.,1967,New Jersey,Available
4688,Natural Philosophy of Cause and Chance.,530.01,"Born, M.",,1-239p21.5.,,,,Dover.,1964,NewYork,Available
4689,"Stability and Oscillations of Elastic Systems.Paradoxes,Fallacies,and New Cosepts.",531.322,"panovko, Y.G.Gubanova, I.I.",,v-291p;23.5cm.,,,,ConsultantsBreau.,1965,NewYork,Available
4690,The Philosophy of Space and Time.,530.11,"Reichenbach, H.",,v-295p;20.5.,,,,Dover.,1958,NewYork,Available
4691,The Man Who Knew Infinity.A Life of the Genius Ramanugan.,510.92,"Kanigel, R.",,"ix,437p;21cm.",,,,WoshingtonSquar.,1992,NewYork,Available
4692,"The Variational Principles of Mechanics.(Mathematical Expositions,no4)",531.01517,"Lanczos, C.",,ix-307p22.5.,,"Mechanics, Analytic.",Variational principles.,OxfordUniversity.,1957,London,Available
4693,Mathematical Cosmology An Introduction.,523.1,"Landsberg, P.Evans, D.A.",,"ix,309p;24cm.",,,,ClarendonPress.,1977,Oxford,Available
4694,Space and Time in The Modern Universe.,530.11,"Davies, P.C.W.",,1-232p;22.5cm.,,,,CambridgeUniversity.,1977,London,Available
4695,Oscllatory Motions.vol;i And ii,621.381,"Haag, J.",,"v,201p;23.5.",,,,Wadsworth.,1962,London,Available
4696,Einstein's Universe.,521,"Colder, N.",,"1,154p;23.5cm",,,,TheViking,1979,NewYork,Available
4697,Einstein And The Generations of Science.,516.376,"Feuer, L.S.",,"v,374p;24cm.",,,,Basic Books.,1974,NewYork,Available
4698,Relativity and Its Roots.(Scientific American Books),530.11,"Hoffmann, B.",,"1,161p;24cm.",,,,W.H.Freeman.,1983,NewYork,Available
4699,An Elementary Survey of Celestial Mechanics.,521.1,"Ryabov, Y.",,5-164p;20.5cm.,,,,Dover.,1959,NewYork,Available
4700,Cosmology +1.(Reading from Scientific American),523.108,"Gingerich, O.",,,,,,W.H.Feeman.,1976,NewYork,Available
4701,"Encyclopedia of Electrochemistry:Vol,06.Semiconductor Electrodes and Photoelectrochemistry.",541.372421,"Bard, A.j.Stratmann, M.",,,9.78E+12,"Electrodes, Oxide.",Semiconductors.; Solar cells--Research.; Photoelectrochemistry.,Wiley ,2002,Germany,Available
4702,TOEFL Preparation Guide : Computer based test of English as a Foreign Language,REF 428.007,"Pyle, Machael A",,"x,427p;28.5cm",8126501628,Test of English as a Foreign Language--Study guides.,English language--Textbooks for foreign speakers; English language--Examinations--Study guides,Wiley Dreamtech India,2002,New  Dilhi,Available
4703,Phylogenetic Trees Made Easy.A How-To Manual for Molecular Biologists.,576.88,HallB.G.,,"x,179p;23.5cm",,,,"Sinauer Associates,Inc.",2001,Sunderland,Available
4704,The Contextual Determinats of Malaria.,616.9,,"Casman, E.A.; Dowlatabadi, H.","v,382p;26cm.",,,,Resources for the future,2002,Washington,Available
4705,Developmental Biology of Flowering Plants.,571.82,"Raghavan, V.",,"vii,354p;26cm.",,,,Springer-Verlag.,2000,New York,Available
4706,Ethnomedicine and drug Discovery,615.321,"Iwu, Maurice M; Wootton, Jacqueline",,330p;24.5cm,,Medicine,,Elsevier,2002,New York ,Available
4707,Chemistry and Bioactivity of some Sri Lankan Menispermaceae and Publaceae,808.02,"Jayasooriya, J.A.C.P.",,"97pChart,Tables;21cm",,Natural Products,,,2003,,Available
4708,Rajek Unath Ledek Unoth ( Sinhala Titl),613 c,"Gamage, Ariyasena U",,22cm;284,,Medicine,,Suratha,[      ],Colombo,Available
4709,Asimitha Suwathavaya (Digukal Nirogiwa jewathvime Sampurna Mano Kaika vaidya Viddhiya Vedasatanana.,613,"Soisa, Priyanga De",,22cm234p,,,,Brilium,[   ],Colombo,Available
4710,Jeevithayata Ida Denna.(Osho Sanwada).,152.4,"Senavirathne, J.",,"1,113p;22cm.",,Phychology,,Sarasavi Book Shop.,[   ],Nugegoda,Available
4711,Vana Pravahaya (Sinhala) The Jungle tide,930.1,"Wijesekara, C.A",,22cm;174,,,,Lahiru,2001,Koswaththa,Available
4712,Hari Puduma Iskole(Dhangakara japan dheriyak ha Asirimath Pasalak Pilibadha Kathawa.,371.8,"Kuroyanagi, V.",,22cm;,,Education.,,Vijesooriya Book Center.,2000,Nugegoda,Available
4713,Lakbime sath Wasak ,954.9302,"Alvis, Premachandra",,22cm;287p,,History,,Siriya,2001,Maradana,Available
4714,Niwase Pahana Obai (Sinhala),305.1 c,"Amarasekara, I.",,22cm;174p,,Social Science,,Ariya,1972,Warakapola,Available
4715,Robert Nokx'ge Eda Hela Diva,954.9305,"Karunarathne, D.",,22.cm;ppvi-385.,,History,,M.D.Gunasena.,[   ],Colombo,Available
4716,Oil Palm in Sri Lanka.,634.9745,,"Jeyanandarajah, P.Senavirathne, S.N.D.S.","1,22p;25cm.",,,,National Print House,2003,Eheliyagoda,Available
